RoutingNumber|TelegraphicName|CustomerName|City|State|ZipCode
114925026|Orthstar Bank Tx|Northstar Bank of Texas|West Lake Hills|TX|
114925615|Usiness Bk Tx|Business Bank of Texas, N.A.|Austin|TX|
114925864|Uadalupe Nat Bk|Guadalupe National Bank|Kerrville|TX|
114925945|Harter Bank|Charter Bank|Corpus Christi|TX|
114925987|Exas Hill Ctry Bk|Texas Hill Country Bank|Bandera|TX|
114926012|Bank|R Bank|Round Rock|TX|
114993566|Orld Ssb|World Savings Bank of Texas, Fsb|Austin|TX|
114993731|Rosperity Bank|Prosperity Bank|Houston|TX|
114994028|Ndp Bk Austin|Independent Bank|Austin|TX|
114994031|Ustin Cap Bk Ssb|Austin Capital Bank Ssb|Austin|TX|
114994109|Ioneer Bank Ssb|Pioneer Bank, Ssb|Dripping Springs|TX|
116307370|Rost Bank|Frost Bank|San Antonio|TX|
116311489|Ank West Odessa|West Texas State Bk Monahans Branch|Monahans|TX|
116324201|Irstcapital Bank|Firstcapital Bank of Texas, N.A.|Midland|TX|
121000248|Ells Fargo Na|Wells Fargo Bank, Na|San Francisco|CA|
121000358|K Am Sf|Bank of America, N.A., Ca|San Francisco|CA|
121000400|K of the West|Bank of the West (Ca)|San Francisco|CA|
121000497|Nion Sf Aka Uboc|Union Bank of California, N.A.|Los Angeles|CA|
121000701|Hlb Sf|Federal Home Loan Bank of Sf|San Francisco|CA|
121001865|W Bk Smrino|East West Bank|San Francisco|CA|
121002042|Al Bk & Trust|Zb Na Dba California Bank & Trust|San Francisco|CA|
121002262|Irst Bank of Cal|First Bank of California|San Francisco|CA|
121026921|K Nov Sco Sf|Bank of Nova Scotia (Ca)|San Francisco|CA|
121027234|Anq Natl Paris Sf|Bnp Paribas|San Francisco|CA|
121031673|St Nb No Ca So Sf|First National Bank of Northern Ca|Colma|CA|
121034256|Mp Bk Red Bch|Imperial Bank|Alameda|CA|
121036843|Iuch Bk Sf|Liu Chong Hing Bank, Ltd|San Francisco|CA|
121036953|Frs Bk La|Manufacturers Bank|Los Angeles|CA|
121037240|Anmi Bank|Hanmi Bank|San Francisco|CA|
121038634|St Nb No Ca So Sf|First National Bank of Northern Ca|Colma|CA|
121039484|An Coml Bk Ltd Sf|Nanyang Commercial Bank, Ltd|San Francisco|CA|
121040114|Ac Bk Sf|City National Bank|San Francisco|CA|
121040169|K Guam Sf|Bank of Guam|San Francisco|CA|
121040350|Tbc Usa La Ca|Ctbc Bank Corp (Usa)|Los Angeles|CA|
121040554|K E Asia Usa Ncr|Industrial & Comm. Bnk of China, Na|San Francisco|CA|
121041210|Atalyst Corp Fcu|Catalyst Corporate Fcu|San Dimas|CA|
121041430|Ar Ea Natl Bk Sf|Far East National Bank|San Francisco|CA|
121042222|Orthern Tr Ca Sf|The Northern Trust Company|Chicago|IL|
121042484|Ac Cos Bkrs Bk Sf|Pacific Coast Bankers Bank|Walnut Creek|CA|
121044055|K of San Fran|Bank of San Francisco|San Francisco|CA|
121044356|Residio Bank Sf|Presidio Bank|San Francisco|CA|
121044369|Ew Resource Bk Sf|New Resource Bank|San Francisco|CA|
121045009|Pmorgan Bt Co Sf|Jpmorgan Chase Bank, Na|Columbus|OH|
121045106|St Rep Bk Sf|First Republic Bank|San Francisco|CA|
121045122|Lackrock Inst Tr|Blackrock Institutional Trust Co Na|San Francisco|CA|
121081872|Terling Svgs B&T|Sterling Bank & Trust, F.S.B.|Southfield|MI|
121100782|K West Wal Crk|Bank of the West (Ca)|San Ramon|CA|
121101082|Ank of the West|Bank of the West (Ca)|Stockton|CA|
121101189|St Nb No Ca So Sf|First National Bank of Northern Ca|Colma|CA|
121102036|Ech Bk Walnut Cr|Mechanics Bank|Walnut Creek|CA|
121106906|Vgs Bk Mencnty Uk|Savings Bank of Mendocino County|Willits|CA|
121108441|M Bk Lodi|Farmers & Merchants Bk of Central Ca|Lodi|CA|
121109518|Erc Natl Bk Sac|Merchants National Bk of Sacramento|Sacramento|CA|
121122676|S Bk Ca Aub|Us Bank, Na|Portland|OR|
121125660|Ac Comnty Bk Stoc|Bac Community Bank|Stockton|CA|
121132394|Ri Cnty Bk Chico|Tri Counties Bank|Chico|CA|
121132682|W Bk Smrino|East West Bank|San Jose|CA|
121132983|M Bk Lodi|Farmers & Merchants Bk of Central Ca|Lodi|CA|
121135087|M Wst Bk Spokane|Americanwest Bank|Spokane|WA|
121135346|Rank Templeton Bt|Franklin Templeton Bank & Trust, Fsb|Salt Lake City|UT|
121135773|Eritage Bk Comm|Heritage Bank of Commerce|Los Altos|CA|
121136675|Ntrl Val Com Bk|Central Valley Community Bank|Fresno|CA|
121136785|Mpqua Bank|Umpqua Bank|Yuba City|CA|
121136808|Ont Cnty Bk Mont|Monterey County Bank|Monterey|CA|
121137001|Nty Bk Mer|Westamerica Bank|Merced|CA|
121137522|Omerica Sco Vly|Comerica Bank|San Jose|CA|
121137726|Ntrl Val Com Bk|Central Valley Community Bank|Fresno|CA|
121137797|Oston Priv Borel|Boston Private Borel|San Mateo|CA|
121138013|St Rep Bk Sf|First Republic Bank|Walnut Creek|CA|
121138181|Ank of the West|Bank of the West (Ca)|Truckee|CA|
121138288|Lumas Bk Quin|Plumas Bank|Quincy|CA|
121138961|O St Natl Chico|Tri Counties Bank|Chico|CA|
121138990|Ank of Hope|Bank of Hope|Oakland|CA|
121139517|Apa Natl Bk Napa|Wells Fargo Bank, N.A.|Napa|CA|
121139685|Nion La Aka Uboc|Mufg Union Bank, Na|Morgan Hill|CA|
121139711|Om Bk Cent Ca Sal|Rabobank, Na|Salinas|CA|
121139892|Er St Bk Ker|Westamerica Bank|Kerman|CA|
121140030|Egency Bk Fres|California Bank and Trust|Fresno|CA|
121140218|Est Am Bk Sui Cy|Westamerica Bank|Suisun City|CA|
121140276|Strn Sie Bk Plac|Umpqua Bank|Hillsboro|OR|
121140331|K Amador Am River|American River Bank|Jackson|CA|
121140713|Nion La Aka Uboc|Mufg Union Bank, Na|Salinas|CA|
121140742|Nion La Aka Uboc|Mufg Union Bank, Na|Hollister|CA|
121140823|K Comm Bk Lk|Umpqua Bank|Hillsboro|OR|
121140933|Mpqua Bank|Umpqua Bank|Hillsboro|OR|
121141000|Estamerica Bk|Westamerica Bank|Santa Rosa|CA|
121141042|Int Bk Napa|Umpqua Bank|Hillsboro|OR|
121141107|Mpqua Bank|Umpqua Bank|Hillsboro|OR|
121141398|Olden Pacific Bk|Golden Pacific Bank, Na|Marysville|CA|
121141482|Abobank Na|Rabobank, Na|Stockton|CA|
121141495|Td Sec Fres|United Security Bank|Fresno|CA|
121141615|Est Am Bk Sui Cy|Westamerica Bank|Sonoma|CA|
121141657|Estamerica Bank|Westamerica Bank|Suisun City|CA|
121141738|Ri Cnty Bk Chico|Tri Counties Bank|Chico|CA|
121141754|Ega Icbc Sj|Mega International Commercial Bank|San Jose|CA|
121141819|Mpqua Bk|Umpqua Bank|Hillsboro|OR|
121141822|K of America Ca|Bank of America California, Na|Walnut Creek|CA|
121141864|Usiness Bk Cal|Union Bank of California, N.A.|San Rafael|CA|
121141877|K Marin Nov|Bank of Marin|Corte Madera|CA|
121141903|Tockmns Bk Elkg|Premierwest Bank|Elk Grove|CA|
121141974|O Coast Bk S Rosa|American River Bank|Windsor|CA|
121142025|Abobank Na|Rabobank, Na|Paradise|CA|
121142119|Ak Vly Comm Oakd|Oak Valley Community Bank|Oakdale|CA|
121142258|Bc Intl Bank La|Gbc International Bank|Monterey Park|CA|
121142313|Ri Cnty Bk Chico|Tri Counties Bank|Nevada City|CA|
121142397|Itz Bus Bk Ont|Citizens Business Bank|Ontario|CA|
121142407|Omm Bk of Bay Oak|Community Bank of the Bay|Oakland|CA|
121142517|Entral Ca Bk Son|Umpqua Bank|Hillsboro|OR|
121142627|Uburn Comm Bk Aub|Umpqua Bank|Hillsboro|OR|
121142669|K Marin Nov|Bank of Marin|Corte Madera|CA|
121142698|Odesto Comrce Bk|Bank of Stockton|Modesto|CA|
121142737|Ay Commercial Bk|Bay Commercial Bank|Walnut Creek|CA|
121142766|Ri Cnty Bk Chico|Tri Counties Bank|Chico|CA|
121142779|Anner Bk Wal Wal|Banner Bank|Bothell|WA|
121142818|Ank of Hope|Bank of Hope|Sunnyvale|CA|
121142850|Eritage Bk Comm|Heritage Bank of Commerce|San Jose|CA|
121142902|Mpqua Bank|Umpqua Bank|Hillsboro|OR|
121142999|Vc 1st Bk Tracy|Service 1st Bank|Tracy|CA|
121143008|Ay Commercial Bk|Bay Commercial Bank|Walnut Creek|CA|
121143037|Ive Star Bk Rock|Five Star Bank|Rocklin|CA|
121143040|Eritage Bk Comm|Heritage Bank of Commerce|Morgan Hill|CA|
121143118|Olano Bk Vintage|Umpqua Bank|Hillsboro|OR|
121143257|Alnet Bsn Bk Sac|Jpmorgan Chase Bank, Na|Sacramento|CA|
121143260|Ridge Bk Sv Scla|Western Alliance Bank|Phoenix|AZ|
121143273|Remier Vly Bk Fre|Premier Valley Bank|Fresno|CA|
121143312|Anmi Bank|Hanmi Bank|Santa Clara|CA|
121143383|Abobank Na|Rabobank, Na|Napa|CA|
121143422|Ri Cnty Bk Chico|Tri Counties Bank|Granite Bay|CA|
121143529|Egacy Bank Na|United Security Bank|Campbell|CA|
121143532|Anmi Bank|Hanmi Bank|Santa Clara|CA|
121143558|Nited American Bk|United American Bank|San Mateo|CA|
121143626|Vidbank|Avidbank|Palo Alto|CA|
121143697|Iablo Valley Bank|Heritage Bank of Commerce|Danville|CA|
121143736|Anta Cruz County|Santa Cruz County Bank|Santa Cruz|CA|
121143749|Ive Star Natomas|Five Star Bank|Sacramento|CA|
121143752|Edwood Capital Bk|Redwood Capital Bank|Eureka|CA|
121143781|Nited Business Bk|United Business Bank|Walnut Creek|CA|
121143794|Ak Vly Comm Oakd|Oak Valley Community Bank|Oakdale|CA|
121143833|Acific Vly Bk Ca|Pacific Valley Bank|Salinas|CA|
121143846|Ank of Marin|Bank of Marin|Napa|CA|
121143891|Oppy Bank Ca|Poppy Bank|Santa Rosa|CA|
121143985|A Bk Com Lafayett|California Bank of Commerce|Lafayette|CA|
121144078|Ri-Valley Bk|Tri-Valley Bank|San Ramon|CA|
121144146|Resno First Bk|Fresno First Bank|Fresno|CA|
121144191|Omm Bus Bk W Sac|Community Business Bank|West Sacramento|CA|
121144201|Omm 1st Bk Rosevl|First Foundation Bank|Auburn|CA|
121144269|Ca Nat Bk Chico|Northern California National Bank|Chico|CA|
121144272|Oldn Vly Bk Chico|Golden Valley Bank|Chico|CA|
121144285|Ank of Napa|Bank of Napa, Na|Napa|CA|
121144311|Ltapacific Bk Ca|Altapacific Bank|Santa Rosa|CA|
121144382|Ewbank Eg Ca|Premierwest Bank|Elk Grove|CA|
121144418|Ecurity First Bk|Suncrest Bank|Visalia|CA|
121144463|Orrey Pines Bk|Torrey Pines Bank, a Div of Western|Phoenix|AZ|
121144476|S Com Bk Red Blf|Cornerstone Community Bank|Red Bluff|CA|
121144528|Er Bk Comrce Sj|Heritage Bank of Commerce|San Jose|CA|
121144557|Ierra Vista Bk Ca|Sierra Vista Bank|Folsom|CA|
121144612|St Cap Bk Montery|1st Capital Bank|Salinas|CA|
121144625|Olsom Lake Bk Ca|Folsom Lake Bank|Folsom|CA|
121144696|A Bk Com Lafayett|California Bank of Commerce|Lafayette|CA|
121144845|K Feathr Rvr Yc|Bank of Feather River|Yuba City|CA|
121144861|Ght Hse Bk Sc Ca|Lighthouse Bank|Santa Cruz|CA|
121144939|Uncrest Bk Ca|Suncrest Bank|Visalia|CA|
121145145|Il Vly Bk Pvt Bk|Silicon Valley Bank|Santa Clara|CA|
121145174|Ive Star Bk Rock|Five Star Bank|Rocklin|CA|
121181730|Mpqua Bank|Umpqua Bank|Hillsboro|OR|
121181743|Ac Svc Cu|Pacific Service Cu|Concord|CA|
121181798|Nion La Aka Uboc|Mufg Union Bank, Na|San Rafael|CA|
121181905|Achovia Mg Fsb Ca|Wells Fargo Bank, Na|North Las Vegas|NV|
121181976|Echnology Cu|Technology Credit Union|San Jose|CA|
121182056|Eneficial State|Beneficial State Bank|Oakland|CA|
121201652|Ol Bk Reno|Us Bank, Na|Birmingham|AL|
121201694|S Bk Nev Reno|Us Bank, Na|Portland|OR|
121202062|Estern Alliance|Western Alliance Bank|Reno|NV|
121202185|Mpqua Bank|Umpqua Bank|Hillsboro|OR|
121202211|Harles Schwab Bk|Charles Schwab Bank|Reno|NV|
121202224|Nb Humboldt Merch|First National Bank of Nevada|Phoenix|AZ|
121281892|Arm Bureau Sparks|Farm Bureau Bank|San Antonio|TX|
121301691|Entral Pacific|Central Pacific Bank|Honolulu|HI|
121302247|K Orient Hono|Bank of the Orient|Honolulu|HI|
121302357|St Fndn Bk Irvine|First Foundation Bank|Irvine|CA|
121302360|Hana Pacif Bk Hi|Ohana Pacific Bank|Honolulu|HI|
121302373|K Fsm Micronesia|Bank of the Fsm|Aiea|HI|
121403049|Y Trust Bk Saip|City Trust Bank, Inc|Saipan|MP|
121403078|Ank of Saipan|Bank of Saipan|Saipan|MP|
121404022|Nz Guam Inc|Anz Guam, Inc|Pago Pago|AS|
121405157|Etro Bk & Tr Guam|Metropolitan Bank & Trust Co, Guam|Tamuning|GU|
121405199|Hil Nat Bank Gu|Philippine National Bank (Pnb) Guam|Agana|GU|
121405212|Nz Guam Inc|Anz Guam, Inc|Hagatna|GU|
122000496|Nion La Aka Uboc|Mufg Union Bank, Na|Los Angeles|CA|
122003516|Ank of the West|Bank of the West (Ca)|Monterey Park|CA|
122004162|K Tok Mit Ufj Ltd|The Bank of Tokyo-Mitsubishi Ufj Ltd|Los Angeles|CA|
122016066|Y Natl Bk La|City National Bank|Los Angeles|CA|
122031902|Izuho Bk Ltd|Mizuho Bank, Ltd|Los Angeles|CA|
122033612|Oyal Bus Bk La Ca|Royal Business Bank|Los Angeles|CA|
122034268|Ank of the West|Bank of the West (Ca)|Los Angeles|CA|
122034284|Izuho Corp Bk Ca|Mizuho Corporate Bank of California|Los Angeles|CA|
122035199|Anc Pop De Pr La|Banco Popular North America|Los Angeles|CA|
122037061|T Bk Ind La|State Bank of India|Los Angeles|CA|
122037087|Ast Wst Bk Smrino|Eastwest Bank|Los Angeles|CA|
122037100|Oori Bk La|Woori Bank, Los Angeles Agency|Los Angeles|CA|
122037139|Mperial Cap Bank|Imperial Capital Bank|Los Angeles|CA|
122037676|Asikornbank La|Kasikornbank, La Agency|Los Angeles|CA|
122037760|St Reg Bk La|First-Citizens Bank & Trust Co|Century City|CA|
122038154|Ank of the West|Bank of the West (Ca)|Walnut Creek|CA|
122038251|Ank of Hope|Bank of Hope|Los Angeles|CA|
122038277|W Bk Smrino|East West Bank|Monterey Park|CA|
122038442|Ellon Fst Bus Bk|Us Bank, Na|Los Angeles|CA|
122038691|K of Ny Tr Co|Bank of New York Mellon Trust Co, Na|Los Angeles|CA|
122038756|Hil Natl La|Philippine National Bank, La Branch|Los Angeles|CA|
122038837|Td Miz Ltd La|Mizrahi Tefahot Bank, Ltd|Los Angeles|CA|
122039179|Td Pac Bk Cy Inds|United Pacific Bank|City of Industry|CA|
122039205|Ncb International|China Citic Bank International|Alhambra|CA|
122039360|Omm California|Commercial Bank of California|Irvine|CA|
122039645|Bs Bank Ltd La|Dbs Bank Ltd, Los Angeles Agency|Los Angeles|CA|
122040799|In Lun Bk Ltd La|Wing Lung Bank, Ltd|Newport Beach|CA|
122040922|Ega Icbc La|Mega International Commercial Bank|Los Angeles|CA|
122041183|Astwest Bk Smrino|Eastwest Bank|San Marino|CA|
122041219|Atalyst Corp Fcu|Catalyst Corporate Fcu|San Dimas|CA|
122041235|Ank of Hope|Bank of Hope|Los Angeles|CA|
122041358|B Natl Tr Co|Deutsche Bank National Trust Company|Los Angels|CA|
122041523|Edars Bk La|Pacific Western Bank|Los Angeles|CA|
122041594|Umi Mit Bk Cor La|Sumitomo Mitsui Banking Corporation|Los Angeles|CA|
122041646|Hinhan Bank Am|Shinhan Bank America|Los Angeles|CA|
122041662|K China La|Bank of China|Los Angeles|CA|
122041727|Ank of Hope|Bank of Hope|Los Angeles|CA|
122041882|U Nan Coml Ltd La|Hua Nan Commercial Bank, Ltd|Los Angeles|CA|
122041895|St Coml La|First Commercial Bank, La Branch|Los Angeles|CA|
122042069|Ank of Hope|Bank of Hope|Los Angeles|CA|
122042072|K Est Asia La|Bank of East Asia, Ltd|Alhambra|CA|
122042153|Hang Com Bk Alham|Shanghai Commercial Bank, Ltd (Sf)|Alhambra|CA|
122042218|Athay Utd Bk Ltd|Cathay United Bank, Ltd|Los Angeles|CA|
122042234|Aipei Fubon Comm|Taipei Fubon Commercial Bank La Brch|City of Industry|CA|
122042360|Aiwan Coop Bk La|Taiwan Cooperative Bank (La Branch)|Los Angeles|CA|
122042807|M Bsn Bk La|American Business Bank|Los Angeles|CA|
122043071|K Sinopac La|Bank Sinopac|Los Angeles|CA|
122043107|Oyal Bus Bk La Ca|Royal Business Bank|Los Angeles|CA|
122043301|Acific Comm Bk|Pacific Commerce Bank|Los Angeles|CA|
122043440|Irae Bank|Wilshire State Bank|Los Angeles|CA|
122043518|Nion La Aka Uboc|Mufg Union Bank, Na|Los Angeles|CA|
122043602|Acific City Bk|Pacific City Bank|Los Angeles|CA|
122043864|Ommonwealth Bs Bk|Commonwealth Business Bank|Los Angeles|CA|
122043958|Pen Bank Ca|Open Bank|Los Angeles|CA|
122044119|Alif Bus Bk|California Business Bank|Irvine|CA|
122044229|Oori America|Woori America Bank|New York|NY|
122044300|A United Bk|California United Bank|Los Angeles|CA|
122044371|Remier Bus Bk La|Premier Business Bank|Los Angeles|CA|
122045037|Oyal Bus Bk La Ca|Royal Business Bank|Los Angeles|CA|
122058040|Sbc Bk Nevada Na|Hsbc Bank Nevada, Na|Prospect Heights|IL|
122086944|Sian Pac Nb Sgabr|Asian Pacific National Bank|San Gabriel|CA|
122087590|Randpoint Bk La|Grandpoint Bank|Los Angeles|CA|
122100024|Pmchase Arizona|Jpmorgan Chase Bank, Na|Phoenix|AZ|
122101010|Z Bk Tuc|Compass Bank|Tucson|AZ|
122104046|Mo Harris Bank Na|Bmo Harris Bank Na|Phoenix|AZ|
122104981|Er Bk Phoenix|Arizona Bank and Trust|Phoenix|AZ|
122104994|Mb Bk Na|Umb Bank, N.A.|Kansas City|MO|
122105045|Tckmns Bk King|Zb Na Dba Zions Bank|Kingman|AZ|
122105155|S Bank Arizona|Us Bank, Na|Phoenix|AZ|
122105184|St Fidelity Okc|First Fidelity Bank|Scottsdale|AZ|
122105210|Orthern Tr Ariz|The Northern Trust Company|Chicago|IL|
122105249|Mo Harris Bank Na|Bmo Harris Bank Na|Scottsdale|AZ|
122105252|Reat Western Bank|Great Western Bank|Casa Grande|AZ|
122105320|Atl Bk of Az|Zb Na Dba National Bank of Arizona|Tucson|AZ|
122105346|Ound Bk Az Yngtwn|Compass Bank|Youngtown|AZ|
122105359|Ohnson Bk Az Pho|Johnson Bank|Phoenix|AZ|
122105375|Un Cy Bk Yngtwn|Compass Bank|Youngtown|AZ|
122105472|Ohave St Lk Havas|Mohave State Bank|Lake Havasu City|AZ|
122105498|Okf Na|Bokf Na|Phoenix|AZ|
122105540|Rizona Bsn Bk Pho|Cobiz Bank|Denver|CO|
122105566|Randpoint Bk La|Grandpoint Bank|Tucson|AZ|
122105582|Est Devils Lake|Western State Bank|Scottsdale|AZ|
122105595|Mo Harris Bank Na|Bmo Harris Bank Na|Chicago|IL|
122105634|Lacier Foothills|Glacier Bank-Foothills Bk Div|Kalispell|MT|
122105650|Idfirst Bk|Midfirst Bank|Oklahoma City|OK|
122105663|Irst Fidelity Bk|First Fidelity Bank Na|Oklahoma City|OK|
122105676|Randpoint Bk La|Grandpoint Bank|Tucson|AZ|
122105702|Unwest Bank|Sunwest Bank|Flagstaff|AZ|
122105715|Irst Fidelity Bk|First Fidelity Bank Na|Oklahoma City|OK|
122105728|Irst Fidelity Bk|First Fidelity Bank Na|Oklahoma City|OK|
122105744|Ompass Bk Bham|Compass Bank|Tempe|AZ|
122105757|Ut of Omaha Bk Az|Mutual of Omaha Bank|Tempe|AZ|
122105760|Irst Fidelity Bk|First Fidelity Bank Na|Oklahoma City|OK|
122105773|Chw Signature Bnk|Charles Schwab Signature Bank|Henderson|NV|
122105786|Sbc Bk Nevada Na|Hsbc Bank Nevada, Na|Las Vegas|NV|
122105799|Tearns Bank Na|Stearns Bank, Na|Scottsdale|AZ|
122105809|Irst Fidelity Bk|First Fidelity Bank Na|Oklahoma City|OK|
122105812|Ew York Comm Bk|New York Community Bank|Westbury|NY|
122105825|Anyon Comm Bk Tuc|Canyon Community Bank, Na|Tucson|AZ|
122105841|Td Az Bk Cave Crk|Parkway Bank and Trust Co|Phoenix|AZ|
122105867|Uma Comm Bk Yuma|Foothills Bank|Yuma|AZ|
122105870|Ission Bk Kingman|Mission Bank|Kingman|AZ|
122105896|Nc Nb of Az Glend|Bnc National Bank|Glendale|AZ|
122105906|St Bk Yuma|First Bank Yuma|Yuma|AZ|
122105922|Ommerce Bk Az|Commerce Bank of Arizona, Inc|Tucson|AZ|
122105935|Orizon Community|Horizon Community Bank|Lake Havasu City|AZ|
122105964|Oothills Bk Yuma|The Foothills Bank|Prescott|AZ|
122105977|Ilver St Bk Az|Nevada State Bank|Scottsdale|AZ|
122105980|Estern Alliance|Western Alliance Bank|Phoenix|AZ|
122105993|Ountry Bk|Country Bank Ado Mohave State Bank|Lake Havasu City|AZ|
122106002|Randpoint Bk La|Biltmore Bank Div of Grandpoint Bank|Los Angeles|CA|
122106015|Rizona Bk and Tr|Arizona Bank and Trust|Phoenix|AZ|
122106028|Isfirst Bk|Midfirst Bank|Phoenix|AZ|
122106060|Ntrp Scotts Az|Enterprise Bank & Trust|Scottsdale|AZ|
122106073|Ashington Federal|Washington Federal|Phoenix|AZ|
122106109|Innacle Bk Az|Pinnacle Bank|Scottsdale|AZ|
122106125|Mb Bk Na|Umb Bank, Na|Scottsdale|AZ|
122106138|Ansas St Bank|Kansas State Bank of Manhattan|Phoenix|AZ|
122106154|Irst Fidelity Bk|First Fidelity Bank Na|Oklahoma City|OK|
122106170|Epublicbankaz|Republic Bank of Arizona|Phoenix|AZ|
122106183|Cf National Bk|Tcf National Bank|Mesa|AZ|
122106196|Ntrp Clayton Mo|Enterprise Bank & Trust|Mesa|AZ|
122106219|Irstbk Az Inc Phx|Firstbank|Phoenix|AZ|
122106222|V Natl Bk Az|West Valley National Bank|Goodyear|AZ|
122106235|Etro Phoenix Bank|Metro Phoenix Bank|Phoenix|AZ|
122106277|Oldwater Bk Na Az|Goldwater Bank, Na|Phoenix|AZ|
122106293|Cademy Bank, Na|Academy Bank Na|Kansas City|MO|
122106316|Ateway Com Bk Az|Gateway Commercial Bank|Mesa|AZ|
122106332|Rizona Bk and Tr|Arizona Bank and Trust|Phoenix|AZ|
122106345|K Trust Co Phx Az|Bankers Trust Company|Des Moines|IA|
122106374|Irst Fidelity Bk|First Fidelity Bank Na|Oklahoma City|OK|
122106413|W Trust Bank Az|First Western Trust Bank|Scottsdale|AZ|
122106455|Irst Nat Bk Tx|First National Bank Texas|Killeen|TX|
122187160|Ank Usa Fsb Pho|Us Bank, Na|Phoenix|AZ|
122187238|Esert Schools Fcu|Desert Schools Federal Credit Union|Phoenix|AZ|
122187351|Etcalf Bk|Metcalf Bank|LeeS Summit|MO|
122187380|Ib Marine Bk|Cibm Bank|Mount Prospect|IL|
122187445|Idfirst Bank Az|Midfirst Bank|Oklahoma City|OK|
122187610|Orstrom Scotts Az|Pnc-Nordstrom|Pittsburgh|PA|
122187649|Ensure Fcu Az|Vensure Federal Credit Union|Mesa|AZ|
